source_asset,source_table_or_file,source_column,decision,mask_rule,canonical_outputs,required_for_protocols,reason,notes
tblGrid,tblGrid,DigitalInputBlock4,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,Frequency,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,GridTHD,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,PowerFactor,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblGrid,tblGrid,ReActivePower,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblGrid,tblGrid,ReActivePowerExport,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,ReActivePowerImport,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,Station,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblGrid,tblGrid,TimestampStation,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,VoltageL1,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,VoltageL2,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,VoltageL3,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGrid,tblGrid,WPSStatus,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ActiveEnergy,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ActivePowerMax,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ActivePowerMean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ActivePowerMin,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ActivePowerSD,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,CurrentMax,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,CurrentMean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,CurrentMin,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,CurrentSD,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,DataOk,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,Energy,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ReActiveEnergy,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ReActivePowerMax,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ReActivePowerMean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ReActivePowerMin,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,ReActivePowerSD,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,Station,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblGridScientific,tblGridScientific,VoltageMax,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,VoltageMean,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,VoltageMin,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,VoltageSD,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblGridScientific,tblGridScientific,WPSStatus,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,StationId,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurCount,tblSCTurCount,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurCount,tblSCTurCount,wtc_AvailHrS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_AvailHrT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_AvailP2S_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_AvailP2T_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_AvailPcS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_AvailPcT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_BoostKWh_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_BostkWhS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ErLWHCnS_ErLWHCnS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ErLWHCnT_ErLWHCnT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ErrHrCnS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ErrHrCnT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ExtErHrS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ExtErHrT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_G1HrsSub_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_G1HrsTot_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GrdFaHrS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GrdFaHrT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GridFaCS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GridFaCT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GridOKHS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GridOKHT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GustWndS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_GustWndT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_LifeTime_Hour_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_LifeTime_RemHour_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_MeanWndS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_MeanWndT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_NotStStS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_NotStStT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_OtherHoS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_OtherHoT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ResetTmS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ResetTmT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScComErr_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScComErr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScEnvErr_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScEnvErr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScGrdErr_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScGrdErr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScTurErr_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_ScTurErr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_StandStS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_StandStT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_TurOkHrS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_TurOkHrT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_TurRdHrS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_TurRdHrT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_WindFauS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_WindFauT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_WndIRHrS_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_WndIRHrT_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1SuE_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1SuI_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1ToE_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1ToE_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1ToI_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1ToI_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1Tot_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kVAG1Tot_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1SubE_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1SubI_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1Sub_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1TotE_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1TotE_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1TotI_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1TotI_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1Tot_accum,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurCount,tblSCTurCount,wtc_kWG1Tot_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,StationId,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurDigiIn,tblSCTurDigiIn,TimeStamp,keep,,,,Retained by the current dataset-side processing pipeline or core row alignment.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_BrakLin1_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_BrakLin1_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_BrakLin1_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_BrakLin2_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_BrakLin2_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_BrakLin2_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_DAMAlarm_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_DAMAlarm_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_DAMAlarm_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_EmergInp_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_EmergInp_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_EmergInp_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_ExtStop_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_ExtStop_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_ExtStop_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GBLubGr_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GBLubGr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GBLubGr_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GBLubPis_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GBLubPis_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GBLubPis_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GearLevl_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GearLevl_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_GearLevl_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HCUFeedb_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HCUFeedb_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HCUFeedb_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HydLevel_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HydLevel_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HydLevel_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HydrFilt_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HydrFilt_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_HydrFilt_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_IceRelay_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_IceRelay_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_IceRelay_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Lightnin_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Lightnin_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Lightnin_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistA_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistA_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistA_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistB_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistB_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistB_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistC_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistC_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_LubPistC_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MBLubGr_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MBLubGr_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MBLubGr_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MBLubPis_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MBLubPis_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MBLubPis_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MainBPos_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MainBPos_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_MainBPos_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_PowerRed_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_PowerRed_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_PowerRed_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_SmokeNac_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_SmokeNac_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_SmokeNac_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_SmokeTra_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_SmokeTra_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_SmokeTra_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORGear_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORGear_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORGear_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TOROffli_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TOROffli_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TOROffli_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORPitch_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORPitch_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORPitch_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORYaw_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORYaw_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_TORYaw_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UPSBypas_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UPSBypas_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UPSBypas_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UPSLowBt_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UPSLowBt_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UPSLowBt_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UVLightn_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UVLightn_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UVLightn_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UpsLineF_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UpsLineF_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_UpsLineF_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibHig_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibHig_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibHig_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibMed_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibMed_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibMed_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibOk_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibOk_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_VisibOk_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Windvan2_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Windvan2_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Windvan2_timeon,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Windvane_counts,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
tblSCTurDigiIn,tblSCTurDigiIn,wtc_Windvane_endvalue,drop,,,,Dropped before silver to avoid rebuilding unused raw columns.,
